iter	AUC	Logloss
880	0.9803887128	0.1695092535
881	0.9803902788	0.1695053105
882	0.9803923586	0.1694974851
883	0.9803938805	0.169489966
884	0.9803948738	0.1694862663
885	0.9803969963	0.1694762443
886	0.9803999884	0.1694646564
887	0.9804019463	0.1694575918
888	0.9804055436	0.1694418114
889	0.9804066821	0.169432574
890	0.9804091178	0.1694220834
891	0.9804101272	0.1694163348
892	0.9804115676	0.1694095824
893	0.9804137701	0.1694040646
894	0.9804170429	0.1693881787
895	0.9804176321	0.1693843466
896	0.9804186025	0.1693808712
897	0.9804219528	0.1693698904
898	0.9804241955	0.1693634021
899	0.9804266064	0.1693574255
900	0.980428152	0.1693490368
901	0.980430844	0.1693382737
902	0.9804341646	0.1693214328
903	0.9804383714	0.1693109711
904	0.9804399382	0.1693038857
905	0.9804408649	0.1692990555
906	0.9804416921	0.1692949822
907	0.9804428217	0.1692917483
908	0.9804450749	0.1692851739
909	0.9804470819	0.1692789504
910	0.9804497147	0.169269528
911	0.9804509833	0.1692653569
912	0.9804535474	0.1692569824
913	0.9804546009	0.1692489051
914	0.9804583593	0.1692354348
915	0.9804620254	0.1692222509
916	0.9804627707	0.1692192917
917	0.9804638945	0.1692131373
918	0.9804670393	0.1692030895
919	0.9804706257	0.1691915597
920	0.9804711947	0.1691896506
921	0.9804715485	0.169184818
922	0.9804719157	0.1691827123
923	0.9804741392	0.1691723317
924	0.9804749157	0.1691697192
925	0.9804754161	0.1691673246
926	0.9804763372	0.1691642552
927	0.9804783002	0.1691577518
928	0.9804791863	0.1691543135
929	0.9804796396	0.1691529656
930	0.9804831676	0.1691414948
931	0.9804848745	0.1691351771
932	0.9804875798	0.1691238274
933	0.9804908276	0.169113524
934	0.9804920052	0.1691066229
935	0.9804936782	0.1690973887
936	0.9804953334	0.1690891123
937	0.9804971921	0.1690836127
938	0.9804980597	0.1690816104
939	0.9804989802	0.16907815
940	0.9805011093	0.1690713402
941	0.9805032522	0.1690592762
942	0.9805047803	0.1690537124
943	0.9805087416	0.1690374391
944	0.9805112258	0.1690240991
945	0.9805131261	0.1690140462
946	0.9805138757	0.1690077931
947	0.9805151528	0.1690031272
948	0.9805176928	0.1689944973
949	0.9805204335	0.1689821723
950	0.9805210353	0.1689769709
951	0.9805250296	0.1689679434
952	0.9805281918	0.1689574079
953	0.9805315386	0.168943548
954	0.9805350004	0.1689281667
955	0.9805383148	0.1689202215
956	0.9805389295	0.1689183077
957	0.9805426329	0.1689089112
958	0.9805437472	0.1689042897
959	0.9805472953	0.1688939977
960	0.9805484413	0.1688908963
961	0.9805519991	0.1688773658
962	0.9805548114	0.1688681484
963	0.9805570677	0.168861541
964	0.9805601556	0.1688500551
965	0.9805638955	0.1688369146
966	0.9805672689	0.1688267436
967	0.9805677979	0.1688216701
968	0.9805692258	0.1688172544
969	0.9805701265	0.1688126242
970	0.9805736392	0.1688033716
971	0.9805744417	0.1687962061
972	0.980578128	0.1687828982
973	0.9805791742	0.1687779275
974	0.9805805891	0.168771962
975	0.9805846455	0.1687564698
976	0.980585725	0.1687514621
977	0.9805876921	0.1687445169
978	0.9805925649	0.1687288334
979	0.9805944667	0.1687248912
980	0.9805969145	0.1687144187
981	0.9806011747	0.1687003795
982	0.9806046983	0.1686881526
983	0.9806069855	0.1686785928
984	0.980609497	0.1686712642
985	0.980611463	0.1686656478
986	0.9806140703	0.1686578366
987	0.9806156962	0.1686523255
988	0.9806172482	0.1686447365
989	0.9806201964	0.1686350142
990	0.9806234634	0.1686251042
991	0.9806253446	0.1686172207
992	0.9806267902	0.1686106942
993	0.9806301277	0.1685981794
994	0.9806306398	0.1685971871
995	0.9806324714	0.1685892335
996	0.9806348407	0.1685749329
997	0.9806378054	0.1685640261
998	0.9806396292	0.1685583469
999	0.9806418265	0.168551621
1000	0.9806436681	0.1685459876
1001	0.9806448864	0.1685380084
1002	0.980645858	0.1685344999
1003	0.9806478141	0.1685254295
1004	0.9806493287	0.1685202786
1005	0.9806501741	0.168517242
1006	0.9806540595	0.168503702
1007	0.9806561248	0.1684940129
1008	0.9806578033	0.168486516
1009	0.9806583998	0.168484713
1010	0.9806599288	0.1684781576
1011	0.9806642039	0.1684639459
1012	0.9806681984	0.1684502076
1013	0.9806703039	0.1684421631
1014	0.9806716045	0.1684359657
1015	0.9806748301	0.1684290428
1016	0.9806791534	0.1684132778
1017	0.9806805379	0.1684090094
1018	0.9806815659	0.1684046215
1019	0.9806819641	0.1684023593
1020	0.9806840872	0.1683937459
1021	0.9806866616	0.1683877459
1022	0.9806887275	0.1683804586
1023	0.9806892903	0.168379091
1024	0.9806908375	0.168373028
1025	0.98069362	0.1683641972
1026	0.9806948747	0.168359193
1027	0.980697188	0.1683493585
1028	0.9807007258	0.1683339473
1029	0.9807018087	0.1683288676
1030	0.9807024477	0.1683258247
1031	0.9807044556	0.1683161118
1032	0.9807085708	0.1683002265
1033	0.980709879	0.1682941114
1034	0.9807113414	0.1682893836
1035	0.9807121518	0.1682834702
1036	0.9807157124	0.168272897
1037	0.9807168484	0.1682675658
1038	0.9807180713	0.168263602
1039	0.9807209846	0.1682522874
1040	0.9807237488	0.16824448
1041	0.9807254589	0.1682385041
1042	0.9807281289	0.1682309334
1043	0.9807295022	0.1682264749
1044	0.980731392	0.1682172043
1045	0.9807338274	0.1682062345
1046	0.9807381014	0.1681839814
1047	0.9807396682	0.1681782758
1048	0.9807417026	0.1681717386
1049	0.9807450465	0.1681554407
1050	0.9807469635	0.1681468834
1051	0.9807490927	0.1681427485
1052	0.9807502291	0.1681376815
1053	0.9807515709	0.168131099
1054	0.9807527924	0.1681267084
1055	0.9807547435	0.1681208529
1056	0.9807574076	0.1681135739
1057	0.9807598312	0.168104027
1058	0.9807605237	0.1680996186
1059	0.9807635189	0.1680879279
1060	0.9807677604	0.1680736121
1061	0.9807684336	0.1680723195
1062	0.980770639	0.1680657848
1063	0.9807730756	0.1680581334
1064	0.9807746107	0.1680518572
1065	0.9807769027	0.1680435691
1066	0.9807778844	0.1680405377
1067	0.980778378	0.1680373214
1068	0.9807798047	0.1680327153
1069	0.9807833001	0.1680207126
1070	0.9807848536	0.1680141864
1071	0.9807890259	0.1680013424
1072	0.980790153	0.167997056
1073	0.9807919394	0.1679892168
1074	0.9807930586	0.1679812078
1075	0.9807937997	0.1679780964
1076	0.9807958552	0.1679688799
1077	0.9807974669	0.1679641265
1078	0.9808014093	0.1679522226
1079	0.9808037981	0.1679441728
1080	0.980807088	0.1679349254
1081	0.9808093315	0.167927173
1082	0.9808125658	0.1679153128
1083	0.9808132783	0.1679106107
1084	0.9808157916	0.167904337
1085	0.9808178495	0.1678973538
1086	0.9808215935	0.1678824881
1087	0.9808261208	0.1678691904
1088	0.9808304417	0.1678443065
1089	0.9808335552	0.1678301961
1090	0.9808351494	0.1678268858
1091	0.9808365993	0.1678222
1092	0.9808379606	0.167815871
1093	0.9808385158	0.1678095583
1094	0.9808419638	0.1677984634
1095	0.9808428215	0.1677957393
1096	0.9808453698	0.1677848609
1097	0.9808467271	0.1677809586
1098	0.9808482087	0.1677767629
1099	0.9808511412	0.167766766
1100	0.9808532543	0.1677591735
1101	0.980856584	0.1677475035
1102	0.9808585652	0.1677407542
1103	0.9808609411	0.1677324782
1104	0.9808635366	0.1677248608
1105	0.9808671578	0.1677135854
1106	0.9808702896	0.1676989366
1107	0.9808721307	0.1676927522
1108	0.9808748685	0.167681353
1109	0.9808779714	0.1676736857
1110	0.9808796042	0.167668587
1111	0.980881177	0.167660721
1112	0.9808824911	0.1676549018
1113	0.9808857757	0.1676419111
1114	0.98088658	0.1676387375
1115	0.9808896209	0.1676249519
1116	0.9808936323	0.1676078598
1117	0.9808951515	0.1675991262
1118	0.9808953579	0.1675974579
1119	0.9808959473	0.1675943648
1120	0.9808977323	0.1675880852
1121	0.9808993637	0.1675810189
1122	0.9809008885	0.1675727699
1123	0.9809012792	0.167569771
1124	0.9809028909	0.1675648487
1125	0.9809036447	0.1675607663
1126	0.9809064295	0.1675496566
1127	0.9809089743	0.1675425975
1128	0.9809097215	0.1675392793
1129	0.9809130046	0.1675300602
1130	0.9809140534	0.1675238564
1131	0.9809152363	0.1675202455
1132	0.9809173689	0.1675106437
1133	0.9809197559	0.1675043046
1134	0.9809207868	0.16749928
1135	0.9809223331	0.1674937818
1136	0.9809261483	0.1674784865
1137	0.9809276997	0.1674723201
1138	0.9809304187	0.1674596496
1139	0.9809311993	0.1674557998
1140	0.9809323066	0.1674487891
1141	0.9809325713	0.1674474384
1142	0.9809340607	0.1674393039
1143	0.9809371658	0.1674268578
1144	0.9809379212	0.1674240152
1145	0.9809400029	0.1674142749
1146	0.9809421629	0.167408326
1147	0.98094375	0.1674010376
1148	0.9809459589	0.1673941109
1149	0.980947431	0.1673892196
1150	0.9809505891	0.1673783248
1151	0.980953474	0.1673715452
1152	0.9809553575	0.167363962
1153	0.980956911	0.1673568725
1154	0.9809581683	0.1673525593
1155	0.9809601377	0.1673458266
1156	0.9809608062	0.1673442851
1157	0.9809616125	0.1673425794
1158	0.980963712	0.1673335254
1159	0.9809646454	0.1673283188
1160	0.9809657531	0.1673241344
1161	0.9809666286	0.1673220453
1162	0.9809676692	0.1673178158
1163	0.980970475	0.1673030326
1164	0.9809712936	0.167299782
1165	0.9809731153	0.1672914233
1166	0.9809760127	0.1672793499
1167	0.9809776001	0.1672743828
1168	0.9809792057	0.1672681773
1169	0.9809811403	0.1672625349
1170	0.9809820238	0.1672579509
1171	0.9809839705	0.167248447
1172	0.9809855391	0.1672439686
1173	0.9809875545	0.1672366098
1174	0.980989063	0.1672302454
1175	0.9809897202	0.1672268149
1176	0.9809907317	0.1672233257
1177	0.9809919903	0.1672162778
1178	0.9809940599	0.1672061682
1179	0.9809981971	0.1671958238
1180	0.9809997271	0.1671907374
1181	0.981002073	0.1671835417
1182	0.9810029502	0.1671796762
1183	0.9810038981	0.1671776226
1184	0.9810048545	0.1671699849
1185	0.9810081311	0.1671594708
1186	0.981009727	0.1671563881
1187	0.9810104798	0.1671525108
1188	0.9810122703	0.1671450976
1189	0.981014811	0.1671363769
1190	0.9810169503	0.1671275422
1191	0.9810197286	0.1671160309
1192	0.9810209514	0.167112294
1193	0.9810228896	0.1671038026
1194	0.9810245787	0.1670971542
1195	0.9810259728	0.1670910621
1196	0.9810289372	0.1670817163
1197	0.9810302327	0.1670779411
1198	0.9810325753	0.1670698063
1199	0.9810332489	0.1670685466
1200	0.9810344619	0.16706087
1201	0.9810349944	0.1670584582
1202	0.9810365152	0.1670527955
1203	0.9810376273	0.1670481554
1204	0.9810394054	0.1670399914
1205	0.9810406248	0.167036974
1206	0.9810437396	0.1670269868
1207	0.9810450491	0.1670231002
1208	0.9810453076	0.1670207892
1209	0.9810467133	0.1670100231
1210	0.9810491069	0.1670021302
1211	0.9810512344	0.1669955367
1212	0.9810524878	0.1669913101
1213	0.9810533303	0.166987622
1214	0.9810545778	0.166982161
1215	0.9810555775	0.1669780628
1216	0.9810591655	0.1669679225
1217	0.9810625457	0.1669514319
1218	0.9810649518	0.1669433445
1219	0.9810677661	0.1669352408
1220	0.9810691317	0.1669304886
1221	0.9810733016	0.1669126523
1222	0.9810764229	0.1669016319
1223	0.9810777595	0.1668974176
1224	0.9810790726	0.1668921132
1225	0.9810803251	0.1668890436
1226	0.9810827588	0.1668802386
1227	0.9810842975	0.1668699312
1228	0.9810859239	0.1668649082
1229	0.9810874725	0.166859635
1230	0.9810892885	0.1668497418
1231	0.98109142	0.166843549
1232	0.9810924463	0.1668392404
1233	0.9810969874	0.1668241295
1234	0.9810994486	0.1668167566
1235	0.9811011474	0.1668113702
1236	0.9811050573	0.1667964033
1237	0.9811056719	0.1667907408
1238	0.981107738	0.1667820873
1239	0.981110233	0.1667714703
1240	0.9811125312	0.1667571608
1241	0.9811131076	0.1667545293
1242	0.9811156724	0.1667448184
1243	0.9811179188	0.1667371922
1244	0.9811200647	0.1667283689
1245	0.9811217702	0.1667227474
1246	0.9811240287	0.1667139941
1247	0.9811248791	0.1667102199
1248	0.981126722	0.1667021871
1249	0.9811276156	0.1666999906
1250	0.9811309428	0.1666861235
1251	0.9811325076	0.1666807404
1252	0.9811349377	0.1666730749
1253	0.9811366938	0.1666668588
1254	0.9811383703	0.1666594019
1255	0.9811400297	0.1666529581
1256	0.9811420707	0.1666454666
1257	0.9811450655	0.1666340249
1258	0.9811453431	0.1666299213
1259	0.9811474434	0.1666222051
1260	0.9811503135	0.1666124198
1261	0.981152984	0.1666034007
1262	0.9811541367	0.1665973821
1263	0.9811549805	0.1665948623
1264	0.9811562578	0.1665901369
1265	0.9811574523	0.1665840209
1266	0.9811588512	0.1665785372
1267	0.9811607241	0.1665715273
1268	0.981162342	0.1665647947
1269	0.9811655157	0.1665527839
1270	0.981167157	0.1665478774
1271	0.9811698996	0.1665386402
1272	0.9811715575	0.166532279
1273	0.9811738898	0.1665243643
1274	0.9811767988	0.1665162427
1275	0.9811780076	0.1665122129
1276	0.9811802463	0.1665020896
1277	0.9811814938	0.1664976599
1278	0.9811824261	0.1664924605
1279	0.9811833217	0.1664893625
1280	0.9811853821	0.1664807733
1281	0.981186163	0.1664782043
1282	0.9811886344	0.166467206
1283	0.9811904055	0.1664590855
1284	0.9811925708	0.1664520275
1285	0.9811941553	0.1664472038
1286	0.9811957184	0.1664411167
1287	0.9811983218	0.1664334551
1288	0.9812001574	0.1664247821
1289	0.9812012475	0.1664213659
1290	0.9812032871	0.1664156969
1291	0.9812037169	0.1664133442
1292	0.9812059169	0.1664055359
1293	0.981206787	0.1664032793
1294	0.9812078354	0.1664003597
1295	0.9812109806	0.1663865026
1296	0.9812133915	0.1663791098
1297	0.9812157887	0.166369765
1298	0.9812187712	0.1663598419
1299	0.9812199242	0.1663557156
1300	0.9812224392	0.1663478304
1301	0.9812247883	0.1663439548
1302	0.9812260343	0.1663381765
1303	0.981226511	0.1663334645
1304	0.9812288217	0.1663262818
1305	0.9812304583	0.1663193666
1306	0.9812312281	0.1663170616
1307	0.981232057	0.1663092761
1308	0.9812339287	0.1663031875
1309	0.9812345884	0.1663013261
1310	0.9812377665	0.1662906064
1311	0.9812389529	0.1662868633
1312	0.9812401033	0.1662831701
1313	0.9812406683	0.1662795096
1314	0.9812421848	0.1662734192
1315	0.9812425125	0.1662710485
1316	0.9812434117	0.1662673324
1317	0.9812450997	0.1662591544
1318	0.9812458335	0.1662554621
1319	0.9812467051	0.1662505959
1320	0.9812497742	0.1662407467
1321	0.9812508993	0.1662350427
1322	0.9812531287	0.1662284478
1323	0.9812541341	0.1662226652
1324	0.9812561704	0.1662159046
1325	0.9812585931	0.1662079221
1326	0.9812615612	0.1661937283
1327	0.9812637638	0.166183786
1328	0.9812649764	0.1661795902
1329	0.9812671184	0.1661731022
1330	0.9812691212	0.1661663379
1331	0.9812705453	0.1661592782
1332	0.9812740659	0.1661487736
1333	0.9812755681	0.1661438981
1334	0.9812768285	0.166139859
1335	0.981279054	0.166128426
1336	0.9812824147	0.1661171781
1337	0.9812827569	0.1661149909
1338	0.9812840172	0.1661112242
1339	0.9812852102	0.1661072017
1340	0.9812865643	0.1661013022
1341	0.9812874578	0.1660985075
1342	0.9812884003	0.166094651
1343	0.9812904193	0.1660873983
1344	0.9812919041	0.1660802824
1345	0.9812929276	0.1660743097
1346	0.9812950059	0.1660649694
1347	0.9812958062	0.1660596653
1348	0.9812982329	0.1660495178
1349	0.9813006887	0.1660387212
1350	0.9813026314	0.1660316229
1351	0.9813041165	0.1660275544
1352	0.9813106374	0.1660077479
1353	0.981313168	0.1660001843
1354	0.9813143166	0.1659959541
1355	0.981317883	0.1659788502
1356	0.9813192923	0.1659721358
1357	0.9813209053	0.1659669526
1358	0.9813224564	0.1659576805
1359	0.9813264966	0.1659448829
1360	0.9813286783	0.1659371437
1361	0.9813304937	0.1659313748
1362	0.9813320637	0.16592247
1363	0.9813344323	0.1659135733
1364	0.9813368658	0.1659065763
1365	0.9813387018	0.1658994619
1366	0.9813410833	0.1658910322
1367	0.9813430176	0.1658847422
1368	0.9813438018	0.1658821477
1369	0.9813477213	0.1658692444
1370	0.9813488411	0.1658636704
1371	0.9813499358	0.1658590632
1372	0.9813504065	0.16585581
1373	0.9813512324	0.1658529724
1374	0.9813529516	0.1658470378
1375	0.9813549538	0.1658417089
1376	0.981355733	0.1658381488
1377	0.9813579508	0.1658303842
1378	0.9813608923	0.1658189328
1379	0.9813611821	0.1658155339
1380	0.9813622018	0.1658130015
1381	0.981363502	0.1658076921
1382	0.9813652405	0.1658024334
1383	0.9813657565	0.165799605
1384	0.9813666505	0.1657964923
1385	0.9813683452	0.16578644
1386	0.9813696118	0.1657811403
1387	0.9813707923	0.1657756193
1388	0.9813716721	0.165771919
1389	0.9813732672	0.1657630819
1390	0.9813752189	0.1657512624
1391	0.9813765237	0.1657467181
1392	0.981379107	0.1657371592
1393	0.9813801106	0.1657335906
1394	0.9813817874	0.1657268399
1395	0.9813845457	0.1657174606
1396	0.9813857373	0.1657130495
1397	0.9813879501	0.1657059187
1398	0.9813884394	0.1657024295
1399	0.9813894236	0.1656994166
1400	0.9813908442	0.1656939342
1401	0.9813915984	0.1656904065
1402	0.9813930928	0.1656840016
1403	0.9813941761	0.1656807555
1404	0.9813965365	0.1656732757
1405	0.9813991228	0.1656629633
1406	0.9814011926	0.1656590953
1407	0.9814024666	0.1656553306
1408	0.9814062559	0.1656419455
1409	0.9814070205	0.1656386708
1410	0.9814082605	0.1656348642
1411	0.9814099964	0.1656282102
1412	0.9814119189	0.1656226042
1413	0.9814131656	0.165616923
1414	0.9814140803	0.1656136815
1415	0.9814142004	0.1656106324
1416	0.9814157993	0.1656050191
1417	0.9814186029	0.1655929352
1418	0.9814200006	0.1655876358
1419	0.981421704	0.1655821092
1420	0.981425361	0.1655685296
1421	0.9814274073	0.1655582778
1422	0.9814287375	0.1655526444
1423	0.9814310925	0.1655448498
1424	0.9814328462	0.1655381438
1425	0.9814350202	0.1655262456
1426	0.9814372197	0.1655164886
1427	0.9814390319	0.1655026441
1428	0.9814399341	0.1654993756
1429	0.9814424227	0.1654891996
1430	0.9814429741	0.1654869904
1431	0.9814445995	0.1654807243
1432	0.9814464021	0.1654739851
1433	0.9814473131	0.1654698864
1434	0.9814485174	0.1654643173
1435	0.9814502773	0.1654577389
1436	0.9814524913	0.1654466875
1437	0.9814537883	0.1654406378
1438	0.9814574497	0.1654245133
1439	0.9814610977	0.1654129822
1440	0.9814625632	0.1654094907
1441	0.9814646768	0.1654014892
1442	0.9814661209	0.1653968923
1443	0.9814685837	0.1653880061
1444	0.98147007	0.1653841925
1445	0.9814713794	0.1653769572
1446	0.9814732949	0.1653716098
1447	0.9814740592	0.1653682073
1448	0.9814745751	0.1653666576
1449	0.9814752142	0.1653637081
1450	0.9814755322	0.165361507
1451	0.9814766004	0.1653563257
1452	0.9814792633	0.1653474393
1453	0.9814819264	0.1653360853
1454	0.9814827918	0.1653319384
1455	0.9814838953	0.1653244821
1456	0.9814853371	0.1653197241
1457	0.9814883667	0.1653091202
1458	0.9814888529	0.1653079143
1459	0.9814915461	0.1652979969
1460	0.9814936052	0.165289711
1461	0.9814972122	0.1652752004
1462	0.9815000521	0.1652675276
1463	0.9815023738	0.1652609603
1464	0.9815039074	0.1652556848
1465	0.9815055434	0.1652519605
1466	0.9815068448	0.1652470836
1467	0.9815081524	0.1652420931
1468	0.9815093886	0.1652373765
1469	0.9815108306	0.1652318811
1470	0.9815117003	0.165226197
1471	0.9815120569	0.1652251482
1472	0.9815132241	0.1652218476
1473	0.9815150411	0.165215996
1474	0.9815154794	0.1652144751
1475	0.9815167178	0.1652106836
1476	0.9815186014	0.1652024529
1477	0.9815200411	0.1651953822
1478	0.9815208108	0.1651895916
1479	0.9815233355	0.1651799346
1480	0.9815244432	0.1651765029
1481	0.9815260934	0.1651716488
1482	0.9815286987	0.165163801
1483	0.9815305151	0.1651572662
1484	0.9815321822	0.1651526882
1485	0.9815339059	0.1651488003
1486	0.9815356714	0.1651423051
1487	0.9815390311	0.1651308112
1488	0.9815395559	0.1651295355
1489	0.981541094	0.1651249066
1490	0.9815441914	0.1651113122
1491	0.9815455348	0.165103321
1492	0.9815474933	0.1650920196
1493	0.9815496801	0.165084332
1494	0.9815517357	0.1650769334
1495	0.9815531036	0.165070543
1496	0.9815559076	0.1650628598
1497	0.9815580156	0.165051792
1498	0.9815581113	0.165049678
1499	0.9815616014	0.1650367025
