iter	Passed	Remaining
115	188314	2246787
116	189861	2244256
117	191493	2242750
118	193148	2241499
119	194843	2240698
120	196497	2239416
121	198096	2237515
122	199590	2234434
123	201329	2234112
124	202842	2231267
125	204345	2228343
126	205965	2226701
127	207859	2227995
128	209350	2224953
129	210897	2222538
130	212576	2221509
131	214032	2218158
132	215670	2216704
133	217479	2216990
134	218951	2213839
135	220785	2214345
136	222442	2213062
137	224114	2211911
138	225880	2211680
139	227359	2208633
140	228854	2205763
141	230227	2201755
142	231967	2201254
143	233215	2196111
144	234921	2195299
145	236303	2191471
146	237738	2188162
147	239423	2187168
148	240859	2183897
149	242450	2182058
150	244038	2180184
151	245869	2180473
152	247943	2182873
153	249444	2180213
154	251103	2178926
155	252551	2175831
156	253998	2172741
157	255680	2171669
158	257142	2168731
159	258671	2166371
160	260119	2163350
161	262009	2164005
162	263511	2161443
163	265366	2161764
164	267023	2160462
165	268480	2157547
166	270178	2156572
167	271915	2155898
168	273758	2156047
169	275208	2153105
170	276655	2150143
171	278491	2150213
172	279986	2147638
173	281726	2146947
174	283208	2144295
175	284895	2143190
176	286554	2141873
177	288225	2140637
178	289958	2139859
179	291387	2136838
180	292833	2133962
181	294282	2131126
182	296095	2130916
183	297761	2129642
184	299645	2129910
185	301431	2129471
186	303118	2128311
187	304684	2126305
188	306166	2123727
189	307648	2121154
190	309488	2121052
191	311270	2120527
192	312724	2117774
193	314410	2116596
194	316057	2115154
195	317369	2111475
196	318605	2107324
197	320239	2105820
198	321680	2103046
199	323178	2100660
200	325050	2100699
201	326488	2097934
202	328360	2097950
203	330115	2097205
204	331504	2094135
205	333240	2093265
206	334973	2092373
207	336376	2089413
208	337879	2087094
209	339342	2084535
210	340780	2081831
211	342304	2079660
212	343945	2078208
213	345704	2077459
214	347194	2075092
215	348716	2072924
216	350404	2071746
217	352025	2070167
218	353869	2069894
219	355868	2070510
220	357565	2069350
221	359254	2068142
222	361064	2067620
223	363017	2067902
224	364658	2066397
225	366183	2064240
226	367623	2061609
227	369332	2060485
228	371000	2059134
229	372499	2056847
230	374139	2055338
231	375493	2052265
232	376951	2049774
233	378687	2048794
234	380397	2047671
235	381955	2045727
236	383564	2044058
237	385011	2041529
238	386371	2038552
239	387847	2036200
240	389483	2034690
241	390944	2032266
242	392622	2030971
243	394193	2029128
244	395743	2027177
245	397240	2024955
246	398660	2022356
247	400450	2021627
248	401909	2019231
249	403417	2017089
250	404872	2014681
251	406824	2014748
252	408563	2013751
253	410047	2011492
254	411690	2010017
255	413431	2009020
256	414936	2006869
257	416778	2006351
258	418245	2004025
259	420113	2003618
260	421572	2001258
261	423031	1998904
262	424950	1998721
263	426688	1997676
264	428090	1995061
265	429558	1992762
266	431215	1991342
267	433163	1991260
268	435146	1991320
269	436635	1989117
270	438568	1988932
271	440478	1988633
272	442494	1988793
273	444006	1986685
274	445527	1984622
275	447539	1984738
276	449001	1982414
277	450446	1980019
278	452356	1979666
279	453874	1977595
280	455713	1976921
281	457162	1974553
282	458901	1973439
283	460615	1972211
284	462138	1970171
285	464098	1969982
286	465805	1968716
287	467523	1967495
288	469287	1966460
289	470908	1964825
290	472591	1963447
291	474078	1961258
292	475776	1959939
293	477616	1959203
294	479104	1957020
295	480570	1954754
296	482197	1953142
297	483664	1950889
298	485520	1950199
299	487414	1949659
300	489189	1948633
301	491070	1948022
302	492717	1946476
303	494401	1945081
304	495902	1942963
305	497315	1940505
306	498983	1939047
307	500660	1937620
308	502160	1935511
309	503680	1933483
310	505362	1932076
311	507004	1930517
312	508496	1928388
313	510211	1927103
314	512001	1926102
315	513505	1924018
316	515279	1922950
317	516958	1921526
318	518518	1919656
319	520006	1917522
320	521769	1916404
321	523574	1915436
322	525435	1914666
323	526903	1912463
324	528886	1912127
325	530500	1910452
326	532208	1909113
327	533829	1907463
328	535713	1906748
329	537189	1904580
330	539128	1904053
331	541022	1903356
332	542471	1901093
333	543969	1899006
334	545672	1897637
335	547159	1895516
336	548755	1893774
337	550574	1892804
338	552212	1891205
339	553715	1889146
340	555205	1887048
341	556650	1884800
342	558414	1883630
343	560106	1882219
344	561593	1880118
345	563496	1879407
346	565406	1878712
347	566907	1876657
348	568801	1875903
349	570408	1874200
350	572101	1872776
351	573793	1871350
352	575290	1869287
353	576818	1867328
354	578621	1866259
355	580217	1864518
356	582049	1863535
357	583618	1861709
358	585142	1859743
359	586819	1858260
360	588336	1856275
361	590094	1855047
362	591607	1853050
363	593174	1851225
364	594801	1849589
365	596280	1847490
366	598068	1846354
367	599763	1844926
368	601442	1843446
369	602896	1841277
370	604793	1840463
371	606543	1839197
372	608421	1838314
373	609981	1836469
374	611745	1835236
375	613242	1833203
376	614976	1831880
377	616667	1830427
378	618516	1829437
379	619979	1827308
380	621674	1825863
381	623488	1824765
382	625282	1823605
383	627082	1822457
384	628566	1820394
385	630053	1818339
386	631536	1816280
387	633142	1814574
388	634655	1812602
389	636304	1811021
390	638038	1809680
391	639648	1807985
392	641430	1806776
393	643350	1805952
394	644861	1803979
395	646674	1802849
396	648149	1800776
397	649594	1798625
398	651481	1797696
399	653278	1796515
400	655156	1795553
401	656930	1794302
402	658778	1793250
403	660730	1792477
404	662384	1790892
405	664054	1789349
406	665856	1788159
407	667320	1786064
408	668926	1784350
409	670751	1783218
410	672498	1781875
411	674327	1780748
412	675798	1778675
413	677765	1777907
414	679280	1775949
415	681192	1775030
416	682668	1772973
417	684423	1771642
418	685910	1769615
419	687810	1768654
420	689918	1768222
421	691905	1767473
422	693737	1766323
423	695547	1765114
424	697065	1763164
425	698525	1761071
426	700163	1759427
427	702093	1758513
428	703923	1757346
429	705597	1755790
430	707297	1754294
431	708811	1752338
432	710598	1751059
433	712327	1749633
434	714089	1748288
435	715560	1746229
436	717021	1744151
437	718717	1742642
438	720337	1740951
439	722006	1739378
440	723718	1737910
441	725599	1736842
442	727086	1734832
443	728837	1733451
444	730624	1732154
445	732209	1730377
446	733968	1729013
447	735487	1727081
448	737346	1725949
449	738836	1723952
450	740340	1721988
451	742307	1721103
452	743777	1719062
453	745588	1717809
454	747346	1716432
455	748873	1714525
456	750710	1713328
457	752329	1711630
458	754252	1710625
459	755956	1709119
460	757546	1707354
461	759441	1706276
462	761363	1705257
463	763206	1704056
464	765087	1702935
465	766755	1701341
466	768442	1699788
467	770256	1698513
468	771869	1696795
469	773554	1695236
470	775248	1693696
471	776728	1691688
472	778549	1690424
473	780371	1689157
474	782037	1687554
475	783673	1685884
476	785370	1684348
477	786976	1682614
478	788466	1680635
479	790229	1679238
480	792102	1678072
481	793832	1676601
482	795441	1674874
483	797253	1673573
484	798722	1671553
485	800180	1669512
486	801828	1667868
487	803321	1665903
488	805311	1664969
489	807167	1663753
490	808680	1661829
491	810146	1659811
492	811812	1658206
493	813319	1656273
494	814787	1654265
495	816255	1652258
496	818153	1651122
497	819822	1649522
498	821382	1647702
499	823038	1646077
500	824998	1645057
501	826719	1643558
502	828144	1641471
503	830084	1640404
504	831769	1638832
505	833390	1637134
506	835129	1635668
507	836603	1633681
508	838352	1632234
509	840010	1630608
510	841806	1629250
511	843493	1627678
512	845190	1626127
513	846903	1624605
514	848813	1623458
515	850682	1622231
516	852405	1620724
517	853899	1618783
518	855359	1616777
519	856914	1614955
520	858720	1613604
521	860156	1611557
522	861944	1610170
523	863664	1608657
524	865120	1606652
525	866723	1604922
526	868425	1603373
527	869876	1601363
528	871558	1599778
529	873051	1597848
530	874701	1596206
531	876443	1594731
532	878353	1593560
533	880290	1592436
534	881728	1590407
535	883367	1588743
536	885462	1587896
537	887208	1586420
538	888883	1584819
539	890687	1583444
540	892191	1581537
541	894027	1580218
542	895619	1578466
543	897070	1576469
544	899084	1575459
545	900836	1573989
546	902739	1572780
547	904220	1570836
548	905700	1568891
549	907405	1567336
550	909148	1565848
551	910615	1563883
552	912248	1562205
553	914044	1560805
554	915537	1558888
555	917279	1557395
556	918717	1555386
557	920165	1553397
558	921980	1552027
559	923972	1550954
560	925442	1549002
561	926914	1547056
562	928911	1545986
563	930546	1544310
564	932016	1542363
565	933901	1541101
566	935407	1539214
567	936853	1537231
568	938307	1535261
569	939884	1533495
570	941568	1531904
571	943321	1530423
572	945131	1529034
573	946659	1527189
574	948303	1525532
575	949793	1523627
576	951640	1522294
577	953460	1520918
578	955294	1519561
579	957046	1518073
580	958726	1516470
581	960802	1515492
582	962667	1514178
583	964235	1512396
584	965948	1510842
585	967633	1509244
586	969211	1507479
587	970691	1505562
588	972424	1504037
589	974222	1502614
590	975807	1500862
591	977633	1499478
592	979320	1497882
593	980854	1496050
594	982435	1494292
595	984139	1492721
596	985720	1490963
597	987375	1489318
598	989139	1487837
599	990998	1486497
600	992493	1484611
601	993993	1482734
602	995457	1480805
603	996913	1478865
604	998618	1477295
605	1000190	1475528
606	1001859	1473905
607	1003879	1472796
608	1005346	1470876
609	1006743	1468855
610	1008423	1467247
611	1010295	1465919
612	1011813	1464075
613	1013386	1462313
614	1014859	1460407
615	1016358	1458541
616	1017833	1456639
617	1019651	1455230
618	1021111	1453311
619	1023154	1452218
620	1024639	1450335
621	1026127	1448455
622	1027994	1447112
623	1029631	1445444
624	1031129	1443581
625	1033044	1442302
626	1035102	1441219
627	1036552	1439289
628	1038390	1437897
629	1040101	1436330
630	1041889	1434868
631	1043621	1433328
632	1045389	1431837
633	1047027	1430166
634	1048503	1428276
635	1050159	1426632
636	1052094	1425364
637	1053856	1423863
638	1055639	1422387
639	1057461	1420963
640	1059278	1419532
641	1060930	1417879
642	1062413	1416000
643	1063906	1414137
644	1065340	1412195
645	1067235	1410866
646	1068700	1408966
647	1070479	1407482
648	1072138	1405840
649	1073882	1404307
650	1075496	1402605
651	1076991	1400750
652	1078684	1399150
653	1080365	1397537
654	1082325	1396282
655	1083799	1394399
656	1085272	1392518
657	1087051	1391029
658	1088950	1389692
659	1090389	1387768
660	1092093	1386182
661	1093589	1384332
662	1095366	1382838
663	1096980	1381138
664	1098432	1379234
665	1100128	1377637
666	1101871	1376100
667	1103338	1374218
668	1105309	1372963
669	1106804	1371116
670	1108306	1369279
671	1109763	1367387
672	1111277	1365566
673	1112914	1363897
674	1114604	1362294
675	1116394	1360811
676	1118360	1359543
677	1119941	1357805
678	1121435	1355962
679	1123261	1354521
680	1124756	1352680
681	1126840	1351547
682	1128452	1349847
683	1130125	1348220
684	1131868	1346675
685	1133386	1344863
686	1135155	1343350
687	1136615	1341470
688	1138295	1339851
689	1139935	1338185
690	1141605	1336553
691	1143270	1334917
692	1144768	1333085
693	1146626	1331672
694	1148098	1329811
695	1149804	1328222
696	1151566	1326697
697	1153025	1324823
698	1155012	1323555
699	1156723	1321970
700	1158343	1320279
701	1159821	1318429
702	1161607	1316928
703	1163084	1315078
704	1164744	1313435
705	1166752	1312183
706	1168572	1310718
707	1170527	1309403
708	1172177	1307747
709	1173905	1306177
710	1175402	1304349
711	1177212	1302869
712	1178733	1301070
713	1180241	1299257
714	1182091	1297821
715	1183682	1296099
716	1185166	1294260
717	1186763	1292547
718	1188612	1291107
719	1190428	1289631
720	1192086	1287982
721	1193604	1286183
722	1195273	1284546
723	1197190	1283176
724	1198834	1281512
725	1200477	1279847
726	1201891	1277939
727	1203916	1276681
728	1205729	1275195
729	1207479	1273642
730	1209270	1272132
731	1210763	1270308
732	1212215	1268443
733	1213678	1266590
734	1215363	1264969
735	1216836	1263128
736	1218500	1261486
737	1220445	1260134
738	1222127	1258510
739	1223877	1256955
740	1225700	1255474
741	1227411	1253878
742	1229442	1252608
743	1231343	1251203
744	1233105	1249657
745	1234913	1248156
746	1236788	1246722
747	1238449	1245072
748	1239876	1243186
749	1241516	1241516
750	1243294	1239983
751	1245108	1238485
752	1246869	1236934
753	1248356	1235110
754	1250307	1233746
755	1251800	1231930
756	1253631	1230446
757	1255345	1228847
758	1256853	1227046
759	1258676	1225553
760	1260459	1224020
761	1262157	1222404
762	1263936	1220866
763	1265645	1219260
764	1267145	1217453
765	1268638	1215640
766	1270464	1214146
767	1272316	1212677
768	1274044	1211087
769	1275723	1209451
770	1277308	1207727
771	1278815	1205930
772	1280411	1204215
773	1282245	1202726
774	1283739	1200917
775	1285544	1199399
776	1287277	1197813
777	1289147	1196355
778	1291080	1194953
779	1292817	1193369
780	1294517	1191751
781	1295974	1189909
782	1297712	1188326
783	1299578	1186860
784	1301117	1185094
785	1302864	1183517
786	1304912	1182214
787	1306750	1180719
788	1308243	1178911
789	1310043	1177380
790	1311904	1175904
791	1313590	1174269
792	1315047	1172431
793	1316498	1170589
794	1318223	1168990
795	1320176	1167592
796	1321975	1166058
797	1323752	1164504
798	1325395	1162831
799	1326998	1161123
800	1328906	1159682
801	1330537	1157998
802	1332373	1156493
803	1334279	1155047
804	1335925	1153376
805	1337403	1151560
806	1338911	1149771
807	1340388	1147956
808	1342016	1146270
809	1343896	1144800
810	1345477	1143075
811	1347319	1141570
812	1349064	1139984
813	1350670	1138280
814	1352544	1136801
815	1354267	1135194
816	1355730	1133370
817	1357519	1131819
818	1359397	1130341
819	1361043	1128669
820	1362980	1127239
821	1364464	1125434
822	1366210	1123845
823	1367822	1122145
824	1369674	1120642
825	1371456	1119081
826	1372985	1117314
827	1374454	1115499
828	1375987	1113736
829	1377504	1111961
830	1378993	1110164
831	1380705	1108547
832	1382595	1107072
833	1384251	1105409
834	1385898	1103739
835	1387757	1102237
836	1389233	1100432
837	1390885	1098766
838	1392564	1097121
839	1394044	1095320
840	1396038	1093922
841	1397811	1092351
842	1399551	1090753
843	1401059	1088974
844	1402738	1087329
845	1404638	1085855
846	1406445	1084307
847	1407931	1082513
848	1409643	1080892
849	1411212	1079162
850	1412939	1077553
851	1414567	1075868
852	1416339	1074292
853	1417947	1072592
854	1419588	1070917
855	1421096	1069142
856	1422719	1067454
857	1424439	1065839
858	1426226	1064273
859	1427977	1062681
860	1429738	1061095
861	1431252	1059326
862	1433044	1057762
863	1434941	1056276
864	1436763	1054733
865	1438574	1053183
866	1440456	1051682
867	1441976	1049918
868	1443837	1048402
869	1445458	1046711
870	1447139	1045064
871	1448989	1043538
872	1450750	1041948
873	1452392	1040271
874	1454153	1038681
875	1455607	1036871
876	1457474	1035355
877	1459244	1033769
878	1460704	1031965
879	1462335	1030281
880	1464061	1028665
881	1465743	1027017
882	1467812	1025640
883	1469585	1024055
884	1471622	1022653
885	1473390	1021062
886	1474879	1019279
887	1476351	1017485
888	1478047	1015845
889	1479933	1014336
890	1481608	1012681
891	1483337	1011064
892	1485105	1009472
893	1486911	1007906
894	1488594	1006256
895	1490349	1004655
896	1491818	1002860
897	1493684	1001333
898	1495164	999548
899	1497266	998177
900	1499116	996637
901	1500751	994955
902	1502497	993345
903	1504521	991919
904	1506243	990292
905	1507677	988477
906	1509264	986763
907	1511190	985269
908	1513241	983856
909	1514840	982149
910	1516550	980514
911	1518308	978909
912	1519783	977122
913	1521555	975526
914	1523167	973828
915	1524885	972197
916	1526690	970621
917	1528525	969065
918	1529982	967268
919	1531843	965727
920	1533545	964085
921	1535183	962403
922	1537028	960850
923	1538620	959140
924	1540392	957541
925	1542014	955849
926	1543842	954284
927	1545279	952478
928	1546940	950810
929	1548621	949154
930	1550360	947534
931	1551830	945750
932	1553481	944077
933	1554951	942293
934	1556692	940675
935	1558548	939125
936	1560455	937605
937	1562170	935970
938	1564073	934446
939	1565732	932776
940	1567208	930998
941	1569091	929462
942	1570610	927709
943	1572076	925926
944	1573637	924199
945	1575509	922655
946	1577380	921110
947	1579048	919446
948	1580763	917808
949	1582450	916155
950	1584321	914608
951	1586199	913064
952	1587981	911464
953	1589856	909917
954	1591833	908428
955	1593650	906847
956	1595535	905303
957	1597415	903756
958	1598963	902022
959	1600427	900240
960	1602151	898605
961	1603593	896812
962	1605076	895042
963	1607014	893526
964	1608717	891879
965	1610278	890153
966	1611943	888486
967	1613900	886978
968	1615726	885398
969	1617537	883809
970	1619114	882092
971	1620598	880325
972	1622156	878598
973	1623964	877007
974	1625441	875237
975	1626931	873475
976	1628535	871774
977	1630060	870032
978	1631726	868365
979	1633474	866741
980	1635184	865097
981	1636679	863339
982	1638500	861754
983	1640258	860135
984	1641750	858377
985	1643430	856717
986	1645028	855014
987	1646483	853238
988	1648234	851615
989	1650061	850031
990	1651533	848264
991	1653187	846591
992	1655030	845015
993	1656712	843356
994	1658363	841682
995	1659844	839921
996	1661883	838442
997	1663453	836726
998	1665264	835132
999	1667156	833578
1000	1668872	831935
1001	1670560	830278
1002	1672316	828655
1003	1674108	827049
1004	1675893	825440
1005	1677681	823831
1006	1679173	822078
1007	1680990	820483
1008	1682601	818788
1009	1684048	817013
1010	1685519	815251
1011	1687245	813612
1012	1688741	811862
1013	1690591	810283
1014	1692176	808576
1015	1693627	806806
1016	1695091	805043
1017	1696766	803380
1018	1698503	801746
1019	1700255	800120
1020	1701894	798440
1021	1703752	796862
1022	1705247	795115
1023	1707006	793491
1024	1708639	791808
1025	1710194	790090
1026	1711924	788451
1027	1713686	786828
1028	1715388	785177
1029	1717160	783558
1030	1719183	782053
1031	1720678	780307
1032	1722150	778552
1033	1724239	777075
1034	1726134	775509
1035	1727833	773855
1036	1729686	772270
1037	1731350	770600
1038	1733088	768964
1039	1734562	767210
1040	1736619	765713
1041	1738447	764116
1042	1740194	762481
1043	1741862	760813
1044	1743978	759340
1045	1745447	757584
1046	1747212	755957
1047	1748909	754300
1048	1750567	752627
1049	1752512	751076
1050	1754227	749427
1051	1756112	747850
1052	1758114	746322
1053	1759793	744656
1054	1761471	742990
1055	1763140	741320
1056	1765000	739730
1057	1766746	738092
1058	1768418	736423
1059	1769977	734707
1060	1771764	733086
1061	1773504	731445
1062	1775215	729792
1063	1776673	728035
1064	1778201	726307
1065	1780016	724697
1066	1781982	723147
1067	1783646	721474
1068	1785297	719797
1069	1786997	718139
1070	1788928	716573
1071	1790412	714828
1072	1792159	713189
1073	1793956	711569
1074	1795634	709901
1075	1797581	708340
1076	1799541	706783
1077	1801499	705225
1078	1803196	703563
1079	1804709	701831
1080	1806560	700230
1081	1808009	698473
1082	1809485	696727
1083	1811193	695070
1084	1813083	693483
1085	1814870	691856
1086	1816354	690114
1087	1818069	688460
1088	1819935	686862
1089	1821455	685134
1090	1823165	683478
1091	1824614	681724
1092	1826465	680120
1093	1828355	678530
1094	1830217	676929
1095	1832105	675338
1096	1833796	673673
1097	1835548	672031
1098	1837362	670411
1099	1839157	668784
1100	1840594	667027
1101	1842384	665398
1102	1843905	663672
1103	1845373	661927
1104	1847214	660316
1105	1848678	658570
1106	1850154	656829
1107	1852013	655224
1108	1853487	653483
1109	1854900	651721
1110	1856372	649981
1111	1857881	648253
1112	1859353	646513
1113	1861116	644875
1114	1862775	643200
1115	1864233	641456
1116	1865699	639715
1117	1867336	638034
1118	1869111	636399
1119	1870929	634779
1120	1872480	633068
1121	1874290	631445
1122	1875912	629758
1123	1877771	628151
1124	1879470	626490
1125	1881076	624798
1126	1882793	623142
1127	1884325	621426
1128	1885912	619728
1129	1887432	618008
1130	1889323	616410
1131	1890938	614721
1132	1892585	613044
1133	1894384	611415
1134	1896221	609798
1135	1897909	608133
1136	1899623	606476
1137	1901088	604740
1138	1902714	603055
1139	1904337	601369
1140	1905956	599682
1141	1907563	597992
1142	1909214	596316
1143	1910694	594586
1144	1912145	592848
1145	1913616	591117
1146	1915330	589460
1147	1917087	587817
1148	1918510	586072
1149	1919932	584327
1150	1921676	582680
1151	1923105	580938
1152	1924560	579204
1153	1926456	577603
1154	1928273	575977
1155	1929741	574248
1156	1931452	572591
1157	1933391	571001
1158	1935291	569399
1159	1937101	567771
1160	1938521	566028
1161	1940275	564383
1162	1942156	562774
1163	1944146	561196
1164	1945762	559511
1165	1947233	557783
1166	1948714	556059
1167	1950546	554436
1168	1952467	552837
1169	1954191	551182
1170	1955966	549541
1171	1957792	547914
1172	1959558	546270
1173	1961110	544567
1174	1962835	542912
1175	1964670	541286
1176	1966342	539616
1177	1968095	537968
1178	1969637	536262
1179	1971312	534593
1180	1973055	532942
1181	1974528	531218
1182	1976360	529591
1183	1977811	527861
1184	1979628	526230
1185	1981356	524575
1186	1983073	522916
1187	1984785	521256
1188	1986441	519582
1189	1988162	517924
1190	1990084	516319
1191	1991603	514608
1192	1993039	512877
1193	1994709	511207
1194	1996312	509519
1195	1997997	507852
1196	1999705	506191
1197	2001526	504558
1198	2003508	502965
1199	2005224	501306
1200	2007060	499676
1201	2008664	497988
1202	2010459	496347
1203	2012327	494725
1204	2014226	493109
1205	2015987	491459
1206	2017712	489800
1207	2019333	488117
1208	2021371	486533
1209	2023266	484915
1210	2024987	483254
1211	2026651	481580
1212	2028100	479855
1213	2029991	478235
1214	2031882	476614
1215	2033572	474946
1216	2035339	473295
1217	2037410	471715
1218	2039124	470052
1219	2040686	468354
1220	2042328	466674
1221	2043832	464963
1222	2045642	463322
1223	2047101	461601
1224	2048858	459947
1225	2050791	458333
1226	2052421	456651
1227	2054488	455065
1228	2055963	453349
1229	2057633	451675
1230	2059541	450054
1231	2061362	448413
1232	2063147	446764
1233	2064654	445055
1234	2066135	443340
1235	2068075	441724
1236	2069502	439999
1237	2071370	438367
1238	2072814	436646
1239	2074547	434985
1240	2076382	433346
1241	2078225	431708
1242	2080057	430068
1243	2081550	428357
1244	2083082	426655
1245	2084546	424939
1246	2086308	423284
1247	2088126	421641
1248	2089904	419988
1249	2091395	418279
1250	2093155	416623
1251	2094783	414941
1252	2096248	413227
1253	2098171	411602
1254	2099948	409950
1255	2101747	408301
1256	2103601	406662
1257	2105270	404988
1258	2107058	403336
1259	2108566	401631
1260	2110230	399956
1261	2111607	398227
1262	2113339	396564
1263	2115007	394890
1264	2116654	393212
1265	2118306	391535
1266	2119966	389859
1267	2121423	388146
1268	2123585	386562
1269	2125026	384847
1270	2126490	383136
1271	2128215	381472
1272	2129879	379797
1273	2131349	378088
1274	2133124	376433
1275	2135054	374805
1276	2136944	373170
1277	2138642	371501
1278	2140381	369839
1279	2142231	368196
1280	2144096	366555
1281	2145724	364873
1282	2147597	363233
1283	2149481	361594
1284	2151264	359939
1285	2152985	358272
1286	2155015	356657
1287	2157014	355036
1288	2158900	353396
1289	2160333	351682
1290	2161794	349972
1291	2163667	348330
1292	2165335	346654
1293	2167327	345030
1294	2169044	343362
1295	2170523	341656
1296	2172284	339995
1297	2173820	338298
1298	2175478	336621
1299	2177113	334940
1300	2178869	333278
1301	2180605	331612
1302	2182309	329942
1303	2184017	328272
1304	2185529	326573
1305	2187164	324892
1306	2189043	323248
1307	2190782	321582
1308	2192458	319907
1309	2194299	318257
1310	2196121	316603
1311	2198066	314966
1312	2199700	313285
1313	2201505	311628
1314	2203372	309980
1315	2205035	308302
1316	2206619	306614
1317	2208368	304949
1318	2210306	303309
1319	2212069	301645
1320	2213570	299946
1321	2215309	298279
1322	2216746	296571
1323	2218532	294910
1324	2220436	293265
1325	2222021	291577
1326	2223812	289916
1327	2225252	288210
1328	2226719	286507
1329	2228168	284803
1330	2229655	283104
1331	2231087	281398
1332	2232488	279689
1333	2234130	278010
1334	2235741	276327
1335	2237514	274664
1336	2239032	272971
1337	2240790	271306
1338	2242602	269648
1339	2244053	267946
1340	2245949	266298
1341	2247710	264633
1342	2249153	262931
1343	2250636	261234
1344	2252321	259561
1345	2254167	257906
1346	2255675	256212
1347	2257756	254583
1348	2259271	252891
1349	2261212	251245
1350	2262915	249573
1351	2264734	247914
1352	2266494	246248
1353	2268316	244589
1354	2269777	242891
1355	2271441	241214
1356	2273244	239553
1357	2275045	237891
1358	2276792	236223
1359	2278305	234531
1360	2280155	232874
1361	2281755	231191
1362	2283655	229538
1363	2285421	227871
1364	2287001	226186
1365	2288998	224543
1366	2290643	222864
1367	2292154	221172
1368	2293785	219492
1369	2295275	217799
1370	2296950	216124
1371	2298736	214459
1372	2300534	212795
1373	2302477	211144
1374	2304096	209463
1375	2305646	207776
1376	2307419	206109
1377	2309333	204454
1378	2311024	202780
1379	2313068	201136
1380	2315037	199485
1381	2316523	197792
1382	2318545	196145
1383	2320280	194474
1384	2321751	192780
1385	2323604	191118
1386	2325081	189426
1387	2326856	187757
1388	2328656	186091
1389	2330522	184429
1390	2332330	182763
1391	2334220	181103
1392	2335867	179424
1393	2337566	177748
1394	2339026	176055
1395	2340821	174387
1396	2342291	172695
1397	2343943	171017
1398	2345717	169347
1399	2347167	167654
1400	2348615	165962
1401	2350289	164285
1402	2351778	162596
1403	2353515	160924
1404	2355050	159238
1405	2356822	157568
1406	2358504	155892
1407	2360161	154215
1408	2362019	152550
1409	2363587	150867
1410	2365034	149176
1411	2366885	147511
1412	2368526	145832
1413	2370160	144154
1414	2371886	142480
1415	2373758	140816
1416	2375225	139127
1417	2376837	137447
1418	2378704	135782
1419	2380563	134116
1420	2381986	132425
1421	2383715	130752
1422	2385166	129063
1423	2386661	127377
1424	2388113	125690
1425	2389968	124023
1426	2391822	122356
1427	2393751	120693
1428	2395518	119021
1429	2397058	117338
1430	2398790	115664
1431	2400355	113983
1432	2401830	112297
1433	2403512	110621
1434	2405372	108954
1435	2407072	107279
1436	2408737	105602
1437	2410448	103927
1438	2412287	102258
1439	2413995	100583
1440	2415749	98909
1441	2417214	97225
1442	2418719	95541
1443	2420277	93861
1444	2422043	92188
1445	2423744	90513
1446	2425751	88849
1447	2427524	87176
1448	2429209	85500
1449	2431009	83827
1450	2432890	82158
1451	2434772	80488
1452	2436339	78807
1453	2438063	77132
1454	2440232	75471
1455	2442071	73798
1456	2443528	72115
1457	2445028	70432
1458	2446947	68762
1459	2448741	67088
1460	2450383	65410
1461	2451863	63728
1462	2453871	62059
1463	2455576	60383
1464	2456995	58699
1465	2458724	57023
1466	2460596	55350
1467	2462404	53676
